Gender;Age;Region;Attention to Desing;Role to Desing;Important aspects;Positive emotions;User Decisions;Aspect ;Positive color;Negative color;Color of education site;Reaction
Мужской;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Яркий и креативный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Зеленый;Отрицательно
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Серый;Желтый;Зеленый;Нейтрально
Женский;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Яркий и креативный;Почти всегда;Более интуитивная навигация;Зеленый;Зеленый;Зеленый;Положительно
Женский;18-21;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Красный;Зеленый;Зеленый;Отрицательно
Женский;22-26;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Красный;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Дальневосточный;Постоянно;Умеренную;Удобство навигации;Яркий и креативный;Иногда;Быстрая загрузка страниц;Желтый;Зеленый;Красный;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Редко;Более интуитивная навигация;Серый;Зеленый;Красный;Нейтрально
Женский;18-21;Не из России;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Зеленый;Зеленый;Зеленый;Голубой;Нейтрально
Мужской;18-21;Уральский;Постоянно;Крайне важную;Визуальные элементы;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Серый;Красный;Серый;Положительно
Женский;18-21;Уральский;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Зеленый;Красный;Голубой;Нейтрально
Женский;18-21;Центральный;Постоянно;Крайне важную;Интерактивность элементов;Минималистичный и сдержанный;Редко;Быстрая загрузка страниц;Красный;Красный;Зеленый;Нейтрально
Мужской;18-21;Приволжский;Постоянно;Важную;Интерактивность элементов;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Голубой;Голубой;Зеленый;Нейтрально
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Почти всегда;Более интуитивная навигация;Зеленый;Голубой;Зеленый;Положительно
Мужской;18-21;Уральский;Постоянно;Крайне важную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Красный;Красный;Зеленый;Нейтрально
Женский;18-21;Центральный;Постоянно;Крайне важную;Качество изображения;Яркий и креативный;Иногда;Более интуитивная навигация;Зеленый;Красный;Зеленый;Положительно
Мужской;18-21;Северо-Кавказский;Постоянно;Важную;Визуальные элементы;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Серый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Почти всегда;Более интуитивная навигация;Голубой;Красный;Серый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Цветовая гамма и оформление;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Зеленый;Серый;Зеленый;Положительно
Женский;18-21;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Редко;Более интуитивная навигация;Голубой;Голубой;Зеленый;Нейтрально
Мужской;18-21;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Зеленый;Зеленый;Красный;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Качество изображения;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Серый;Зеленый;Красный;Нейтрально
Женский;22-26;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Зеленый;Зеленый;Зеленый;Положительно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Визуальные элементы;Яркий и креативный;Иногда;Быстрая загрузка страниц;Зеленый;Красный;Зеленый;Положительно
Женский;18-21;Северо-Кавказский;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Редко;Более интуитивная навигация;Зеленый;Серый;Зеленый;Положительно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Визуальные элементы;Яркий и креативный;Почти всегда;Быстрая загрузка страниц;Красный;Зеленый;Зеленый;Отрицательно
Женский;22-26;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Красный;Красный;Отрицательно
Мужской;22-26;Центральный;Иногда;Крайне важную;Качество изображения;Минималистичный и сдержанный;Почти всегда;Улучшенная читаемость текста;Красный;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Редко;Более интуитивная навигация;Желтый;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Никогда;Быстрая загрузка страниц;Голубой;Зеленый;Зеленый;Отрицательно
Мужской;22-26;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Иногда;Быстрая загрузка страниц;Голубой;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Центральный;Постоянно;Умеренную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Красный;Желтый;Красный;Положительно
Женский;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Улучшенная читаемость текста;Красный;Красный;Голубой;Нейтрально
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Красный;Нейтрально
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Серый;Красный;Зеленый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Почти всегда;Более интуитивная навигация;Красный;Зеленый;Зеленый;Отрицательно
Женский;18-21;Центральный;Постоянно;Крайне важную;Цветовая гамма и оформление;Минималистичный и сдержанный;Редко;Более интуитивная навигация;Зеленый;Зеленый;Зеленый;Положительно
Женский;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Серый;Красный;Зеленый;Нейтрально
Мужской;27-30;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Почти всегда;Быстрая загрузка страниц;Голубой;Красный;Зеленый;Нейтрально
Женский;18-21;Южный;Иногда;Важную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Голубой;Голубой;Красный;Нейтрально
Мужской;18-21;Центральный;Постоянно;Умеренную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Зеленый;Серый;Зеленый;Положительно
Мужской;22-26;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Яркий и креативный;Почти всегда;Быстрая загрузка страниц;Голубой;Зеленый;Зеленый;Отрицательно
Женский;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Улучшенная читаемость текста;Зеленый;Красный;Красный;Отрицательно
Мужской;22-26;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Желтый;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Качество изображения;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Красный;Красный;Отрицательно
Женский;22-26;Южный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Желтый;Зеленый;Нейтрально
Мужской;22-26;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Никогда;Более интуитивная навигация;Красный;Зеленый;Зеленый;Отрицательно
Мужской;14-17;Приволжский;Постоянно;Умеренную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Улучшенная читаемость текста;Голубой;Желтый;Зеленый;Нейтрально
Женский;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Зеленый;Серый;Красный;Нейтрально
Мужской;18-21;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Желтый;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Голубой;Красный;Красный;Отрицательно
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Иногда;Улучшенная читаемость текста;Зеленый;Зеленый;Красный;Нейтрально
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Улучшенная читаемость текста;Зеленый;Зеленый;Голубой;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Цветовая гамма и оформление;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Серый;Зеленый;Положительно
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Больше визуальных элементов;Красный;Зеленый;Желтый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Соотношение пропорций;Яркий и креативный;Иногда;Более интуитивная навигация;Голубой;Зеленый;Зеленый;Отрицательно
Мужской;22-26;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Красный;Красный;Отрицательно
Мужской;31-35;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Улучшенная читаемость текста;Зеленый;Желтый;Зеленый;Положительно
Женский;18-21;Сибирский;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Зеленый;Зеленый;Зеленый;Положительно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Интерактивность элементов;Яркий и креативный;Иногда;Более интуитивная навигация;Желтый;Красный;Зеленый;Нейтрально
Женский;18-21;Дальневосточный;Иногда;Умеренную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Голубой;Зеленый;Зеленый;Отрицательно
Мужской;22-26;Южный;Иногда;Важную;Визуальные элементы;Яркий и креативный;Иногда;Улучшенная читаемость текста;Красный;Красный;Зеленый;Нейтрально
Женский;18-21;Центральный;Постоянно;Умеренную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Красный;Голубой;Красный;Положительно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Голубой;Красный;Красный;Отрицательно
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Красный;Красный;Зеленый;Нейтрально
Женский;14-17;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Красный;Зеленый;Зеленый;Отрицательно
Мужской;27-30;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Красный;Зеленый;Красный;Положительно
Мужской;22-26;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Быстрая загрузка страниц;Зеленый;Голубой;Желтый;Нейтрально
Женский;31-35;Центральный;Иногда;Умеренную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Серый;Красный;Зеленый;Нейтрально
Женский;27-30;Центральный;Иногда;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Серый;Красный;Серый;Положительно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Интерактивность элементов;Яркий и креативный;Иногда;Более интуитивная навигация;Зеленый;Красный;Зеленый;Положительно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Улучшенная читаемость текста;Голубой;Красный;Зеленый;Нейтрально
Женский;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Редко;Больше визуальных элементов;Зеленый;Серый;Желтый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Быстрая загрузка страниц;Голубой;Зеленый;Зеленый;Отрицательно
Мужской;22-26;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Серый;Зеленый;Красный;Нейтрально
Мужской;18-21;Приволжский;Постоянно;Умеренную;Удобство навигации;Яркий и креативный;Почти всегда;Более интуитивная навигация;Желтый;Красный;Зеленый;Нейтрально
Женский;18-21;Уральский;Постоянно;Важную;Интерактивность элементов;Яркий и креативный;Иногда;Улучшенная читаемость текста;Голубой;Желтый;Голубой;Положительно
Мужской;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Красный;Зеленый;Желтый;Нейтрально
Женский;18-21;Уральский;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Зеленый;Красный;Нейтрально
Мужской;18-21;Приволжский;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Красный;Зеленый;Зеленый;Отрицательно
Женский;27-30;Центральный;Постоянно;Крайне важную;Цветовая гамма и оформление;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Желтый;Зеленый;Серый;Положительно
Женский;18-21;Центральный;Иногда;Умеренную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Улучшенная читаемость текста;Зеленый;Зеленый;Зеленый;Положительно
Мужской;31-35;Дальневосточный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Зеленый;Серый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Красный;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Качество изображения;Яркий и креативный;Почти всегда;Быстрая загрузка страниц;Голубой;Желтый;Серый;Нейтрально
Женский;22-26;Центральный;Иногда;Важную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Серый;Красный;Желтый;Нейтрально
Мужской;22-26;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Красный;Зеленый;Нейтрально
Женский;18-21;Северо-Западный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Красный;Желтый;Серый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Никогда;Более интуитивная навигация;Зеленый;Желтый;Красный;Нейтрально
Мужской;22-26;Уральский;Иногда;Крайне важную;Удобство навигации;Яркий и креативный;Иногда;Больше визуальных элементов;Желтый;Зеленый;Серый;Нейтрально
Мужской;22-26;Центральный;Постоянно;Умеренную;Удобство навигации;Яркий и креативный;Редко;Более интуитивная навигация;Голубой;Красный;Зеленый;Нейтрально
Женский;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Яркий и креативный;Почти всегда;Более интуитивная навигация;Серый;Зеленый;Зеленый;Отрицательно
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Почти всегда;Быстрая загрузка страниц;Голубой;Желтый;Зеленый;Нейтрально
Женский;18-21;Северо-Западный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Серый;Серый;Красный;Нейтрально
Мужской;18-21;Центральный;Постоянно;Умеренную;Удобство навигации;Яркий и креативный;Почти всегда;Быстрая загрузка страниц;Голубой;Красный;Зеленый;Нейтрально
Женский;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Больше визуальных элементов;Серый;Зеленый;Голубой;Нейтрально
Женский;18-21;Южный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Быстрая загрузка страниц;Голубой;Зеленый;Голубой;Положительно
Женский;14-17;Приволжский;Постоянно;Крайне важную;Визуальные элементы;Яркий и креативный;Почти всегда;Быстрая загрузка страниц;Голубой;Зеленый;Красный;Нейтрально
Женский;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Красный;Голубой;Положительно
Мужской;18-21;Центральный;Иногда;Важную;Соотношение пропорций;Яркий и креативный;Почти всегда;Более интуитивная навигация;Желтый;Красный;Серый;Нейтрально
Женский;18-21;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Зеленый;Серый;Зеленый;Зеленый;Отрицательно
Женский;36 и старше;Дальневосточный;Постоянно;Важную;Визуальные элементы;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Красный;Зеленый;Зеленый;Отрицательно
Женский;18-21;Центральный;Постоянно;Важную;Визуальные элементы;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Красный;Зеленый;Нейтрально
Мужской;18-21;Южный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Зеленый;Серый;Зеленый;Положительно
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Почти всегда;Улучшенная читаемость текста;Желтый;Серый;Красный;Нейтрально
Мужской;22-26;Центральный;Постоянно;Умеренную;Соотношение пропорций;Яркий и креативный;Почти всегда;Быстрая загрузка страниц;Зеленый;Зеленый;Голубой;Нейтрально
Женский;18-21;Центральный;Постоянно;Крайне важную;Интерактивность элементов;Яркий и креативный;Никогда;Более интуитивная навигация;Серый;Зеленый;Зеленый;Отрицательно
Мужской;22-26;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Редко;Быстрая загрузка страниц;Желтый;Зеленый;Зеленый;Отрицательно
Мужской;22-26;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Желтый;Красный;Зеленый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Зеленый;Красный;Зеленый;Положительно
Женский;22-26;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Больше визуальных элементов;Красный;Голубой;Зеленый;Нейтрально
Мужской;27-30;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Зеленый;Зеленый;Зеленый;Положительно
Мужской;18-21;Центральный;Постоянно;Неважную;Удобство навигации;Яркий и креативный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Красный;Нейтрально
Женский;18-21;Южный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Быстрая загрузка страниц;Голубой;Зеленый;Желтый;Нейтрально
Женский;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Быстрая загрузка страниц;Зеленый;Зеленый;Желтый;Нейтрально
Мужской;18-21;Сибирский;Постоянно;Крайне важную;Визуальные элементы;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Красный;Серый;Зеленый;Нейтрально
Мужской;18-21;Приволжский;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Голубой;Зеленый;Зеленый;Отрицательно
Мужской;31-35;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Серый;Зеленый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Зеленый;Красный;Нейтрально
Мужской;31-35;Уральский;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Больше визуальных элементов;Серый;Серый;Зеленый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Красный;Желтый;Желтый;Отрицательно
Женский;22-26;Уральский;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Красный;Красный;Зеленый;Нейтрально
Женский;31-35;Центральный;Постоянно;Крайне важную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Красный;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Быстрая загрузка страниц;Голубой;Желтый;Серый;Нейтрально
Женский;22-26;Приволжский;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Красный;Красный;Зеленый;Нейтрально
Мужской;18-21;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Никогда;Более интуитивная навигация;Серый;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Приволжский;Иногда;Крайне важную;Удобство навигации;Яркий и креативный;Почти всегда;Быстрая загрузка страниц;Зеленый;Зеленый;Зеленый;Положительно
Мужской;18-21;Центральный;Иногда;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Никогда;Более интуитивная навигация;Желтый;Красный;Желтый;Положительно
Женский;27-30;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Голубой;Красный;Серый;Нейтрально
Женский;18-21;Дальневосточный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Красный;Зеленый;Зеленый;Отрицательно
Женский;18-21;Центральный;Иногда;Важную;Цветовая гамма и оформление;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Красный;Красный;Зеленый;Положительно
Мужской;18-21;Центральный;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Быстрая загрузка страниц;Серый;Зеленый;Желтый;Нейтрально
Женский;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Редко;Быстрая загрузка страниц;Зеленый;Зеленый;Серый;Нейтрально
Мужской;18-21;Центральный;Постоянно;Крайне важную;Цветовая гамма и оформление;Минималистичный и сдержанный;Почти всегда;Зеленый;Голубой;Зеленый;Красный;Отрицательно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Красный;Зеленый;Нейтрально
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Желтый;Красный;Красный;Отрицательно
Мужской;18-21;Приволжский;Иногда;Важную;Удобство навигации;Яркий и креативный;Иногда;Быстрая загрузка страниц;Голубой;Зеленый;Красный;Нейтрально
Женский;18-21;Центральный;Постоянно;Крайне важную;Интерактивность элементов;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Красный;Голубой;Голубой;Отрицательно
Мужской;18-21;Уральский;Иногда;Важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Быстрая загрузка страниц;Голубой;Серый;Желтый;Нейтрально
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Почти всегда;Более интуитивная навигация;Голубой;Красный;Красный;Отрицательно
Мужской;18-21;Центральный;Иногда;Важную;Цветовая гамма и оформление;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Голубой;Зеленый;Желтый;Положительно
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Зеленый;Красный;Зеленый;Положительно
Женский;22-26;Центральный;Постоянно;Крайне важную;Удобство навигации;Минималистичный и сдержанный;Почти всегда;Более интуитивная навигация;Серый;Голубой;Красный;Нейтрально
Мужской;31-35;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Иногда;Быстрая загрузка страниц;Серый;Красный;Серый;Положительно
Женский;18-21;Центральный;Постоянно;Важную;Удобство навигации;Яркий и креативный;Почти всегда;Быстрая загрузка страниц;Желтый;Красный;Серый;Нейтрально
Женский;18-21;Центральный;Редко;Неважную;Удобство навигации;Минималистичный и сдержанный;Иногда;Более интуитивная навигация;Голубой;Зеленый;Зеленый;Отрицательно
Мужской;18-21;Центральный;Постоянно;Крайне важную;Удобство навигации;Яркий и креативный;Редко;Более интуитивная навигация;Голубой;Серый;Серый;Отрицательно
Мужской;22-26;Центральный;Постоянно;Умеренную;Удобство навигации;Минималистичный и сдержанный;Иногда;Улучшенная читаемость текста;Желтый;Красный;Зеленый;Нейтрально
Мужской;22-26;Центральный;Иногда;Крайне важную;Удобство навигации;Яркий и креативный;Иногда;Быстрая загрузка страниц;Желтый;Голубой;Зеленый;Нейтрально
Мужской;18-21;Приволжский;Постоянно;Крайне важную;Удобство навигации;Яркий и креативный;Иногда;Более интуитивная навигация;Желтый;Серый;Зеленый;Нейтрально
